file,page_num,line_num,text_auto,text_en
MTX201501307_anon,3,1,ZM10 24 - 11 -17,ZM10 24 - 11 -17
MTX201501307_anon,3,1,Souřadnice WGS - 84:,WGS Coordinates - 84:
MTX201501307_anon,3,1,"49°34'13.52""N, 16°07'19.61""E; 49°34'13.30""N,","49°34'13.52""N, 16°07'19.61""E; 49°34'13.30""N,"
MTX201501307_anon,3,2,"16°07'21.00""E; 49°34'11.77""N, 16°07'23.67""E;","16°07'21.00""E; 49°34'11.77""N, 16°07'23.67""E;"
MTX201501307_anon,3,3,"49°34'13.00""N, 16°07'24.76""E; 49°34'13.84""N,","49°34'13.00""N, 16°07'24.76""E; 49°34'13.84""N,"
MTX201501307_anon,3,4,"16°07'25.16""E; 49°34'15.11""N, 16°07'24.43""E;","16°07'25.16""E; 49°34'15.11""N, 16°07'24.43""E;"
MTX201501307_anon,3,5,"49°34'16.12""N, 16°07'23.77""E; 49°34'11.87""N,",
MTX201501307_anon,3,6,"16°07'21.36""E",
MTX201501307_anon,3,1,Nadmořská výška:,Altitude:
MTX201501307_anon,3,1,672 m n. m.,672 m n.m.
MTX201501307_anon,3,1,Číslo akce:,Action number:
MTX201501307_anon,3,1,62/2013,62/2013
MTX201501307_anon,3,1,Kultura:,culture:
MTX201501307_anon,3,1,"pozdní středověk, časný novověk, novověk","Late Middle Ages, early Modern, Modern"
MTX201501307_anon,3,2,(14. stol. - 20. stol.),(14th century - 20th century.)
MTX201501307_anon,3,1,Doba výzkumu:,Research time:
MTX201501307_anon,3,1,2013,2013
MTX201501307_anon,3,1,Přírůstkové číslo výzkumu:,Incremental research number:
MTX201501307_anon,3,1,MVJ 21/2013,ISA 21/2013
MTX201501307_anon,3,1,Inventární čísla:,Inventory numbers:
MTX201501307_anon,3,1,JiA21/13/1 - JiA21/13/99,JiA21/13/1 - JiA21/13/99
MTX201501307_anon,3,1,Uložení nálezů:,Saving findings:
MTX201501307_anon,3,1,"Muzeum Vysočiny Olšany, p. o.","museum Vysočina Olšany, p. o."
MTX201501307_anon,3,1,Uložení zprávy:,Save Message:
MTX201501307_anon,3,1,"ARÚ AV ČR Hradec, Pueblo-archeologická společnost,","ARÚ AV ČR Hradec, Pueblo-archaeological society,"
MTX201501307_anon,3,2,"o.p. s., autor, investor, Muzeum Vysočiny Olšany, p. o.","o.p. society., author, investor, museum Vysočina Olšany, p. o."
MTX201501307_anon,4,1,4,4
MTX201501307_anon,4,1,Obsah,Contents
MTX201501307_anon,4,1,1. Úvod 5,1. Introduction 5
MTX201501307_anon,4,2,2. Lokalizace výzkumu 5,2. Locating research 5
MTX201501307_anon,4,3,3. Přírodní podmínky na lokalitě 5,3. Natural conditions on site 5
MTX201501307_anon,4,4,Geomorfologie 5,geomorphology 5
MTX201501307_anon,4,5,Geologie a pedologie 5,geology and pedology 5
MTX201501307_anon,4,6,Hydrologie 6,hydrology 6
MTX201501307_anon,4,7,Klima 6,climate 6
MTX201501307_anon,4,8,4. Historie archeologických výzkumů v k. ú. obce Vraní 7,4. History of archaeological research in the municipality of Vraní 7
MTX201501307_anon,4,9,5. Stručná historie obce Vraní 8,5. A brief history of the Crow
MTX201501307_anon,4,10,6. Cíle a metoda výzkumu 9,municipality 8 6. Objectives and method of
MTX201501307_anon,4,11,Metodika výzkumu 9,research 9 Research Methodology 9
MTX201501307_anon,4,12,Měřičská dokumentace 10,Measuring documentation 10
MTX201501307_anon,4,13,7. Popis terénní situace 10,7. Description of the
MTX201501307_anon,4,14,Zhodnocení výsledků výzkumu 15,field situation 10 Assessment of research results 15
MTX201501307_anon,4,15,8. Závěr 17,8. Conclusion 17
MTX201501307_anon,4,16,9. Literatura a prameny 18,9. Literature and sources 18
MTX201501307_anon,4,17,10. Přílohy 20,10. Annexes 20
MTX201501307_anon,4,18,Plánová dokumentace 20,Scheduled documentation 20
MTX201501307_anon,4,19,Obrazová příloha 21,Image annex 21
MTX201501307_anon,4,20,Kresebná příloha artefaktů 37,Drawing annex of artefacts 37
MTX201501307_anon,4,21,Kresebná dokumentace archeologických situací 38,drawn documentation archaeological situations 38
MTX201501307_anon,4,22,"Seznam: vrstev, objektů, konstrukcí, výkresů, nálezů 39","List: layers, objects, structures, drawings, finds 39"
MTX201501307_anon,4,23,Seznam geodetických bodů 40,List of geodetic points 40
MTX201501307_anon,5,1,5,5
MTX201501307_anon,5,1,1. Úvod,1. Introduction
MTX201501307_anon,5,1,Záchranný archeologický výzkum v k. ú. Vraní u Starého Sídla na Vysočině byl vyvolán,rescue archaeological research v. ú. The crow at Old residential area in the Highlands was
MTX201501307_anon,5,2,záměrem investora - zbudováním čističky odpadních vod a kanalizace. Výzkum byl prováděn,triggered by an investor's intention - to build a sewage treatment plant and sewer. The research was conducted on
MTX201501307_anon,5,3,na stavbou ohrožených plochách v dubnu roku 2013 na základě dohody o provedení,construction endangered areas in April 2013 under an agreement
MTX201501307_anon,5,4,"záchranného archeologického výzkumu, uzavřené mezi oprávněnou organizací Pueblo -","to conduct rescue archaeological research, concluded between the authorized organization Pueblo -"
MTX201501307_anon,5,5,"archeologická společnost, o. p. s. a stavebníkem, Obcí Vraní.","archaeological society, o. p. society. and the builder, Obcí Vraní."
MTX201501307_anon,5,6,2. Lokalizace výzkumu,2. Research
MTX201501307_anon,5,7,"Obec Vraní leží v kraji Vysočina, cca 3,5 km severovýchodně od Starého Sídla na","location The municipality of Vraní lies in the region of the Highlands, about 3.5 km northeast of Old residential area in"
MTX201501307_anon,5,8,"Vysočině, které je obcí s rozšířenou působností. Zájmová území se nachází v intravilánu obce.","the Highlands, which is a commune with an extended remit. The areas of interest are located in the municipality's intravilan."
MTX201501307_anon,5,9,(Příloha: Plány č. 1 - 3).,(Annex: Plans 1 - 3).
MTX201501307_anon,5,10,3. Přírodní podmínky na lokalitě,3. The natural conditions on site
MTX201501307_anon,5,11,Geomorfologie,geomorphology
MTX201501307_anon,5,12,"Vraní leží v oblasti Starosídelní pahorkatiny, která je částí Lipovské vrchoviny.","Vraní lie in the area of the Old Sea Hills, which is part of the Lipov Highlands."
MTX201501307_anon,5,13,Charakteristický plochý povrch vrchoviny je zapříčiněn odolností zdejších hornin. Nejvyšším,The characteristic flat surface upland is due to the resilience of the rock. The highest
MTX201501307_anon,5,14,"bodem je vrchol Strážný kopec (741 m n. m.). Krajinu tvoří pole, louky a smrkové porosty","point is the summit of Guardian Hill (741 m above sea level). landscape consists of fields, meadows and spruce stands"
MTX201501307_anon,5,15,"s borovicí (Záruba 1987,111, 378).","with pine (Frame 1987,111, 378)."
MTX201501307_anon,5,16,Geologie a pedologie,geology and pedology
MTX201501307_anon,5,17,"Zkoumaná oblast náleží základní geologické jednotce ČR, Českému masivu.","The area studied belongs to the Czech Republic's basic geological unit, the Bohemian Massif."
MTX201501307_anon,5,18,Podrobněji se jedná o oblasti Svrateckého krystalinika a Moldanubika. Intravilán obce se,"More specifically, the areas of Svratec crystalline and Moldanubik. Intravilán obce is"
MTX201501307_anon,5,19,rozkládá na podloží tvořeném metamorfity (migmatit - ortorula) paleozoického 1,situated on subsoil formed by metamorphfits (migmatit - ortorula) of paleozoic 1
MTX201501307_anon,5,20,(prvohorního) - proterozoického 2 (starohorního) stáří (mapy.geology.cz) .,(prime) - proterozoic 2 (old-top) age (mapy.geology.cz) .
MTX201501307_anon,5,21,"Nadložní partie jsou tvořeny kambizeměmi (hnědými půdami), a to většinou","The overburden lots are made up of camellias (brown soils), mostly"
MTX201501307_anon,5,22,"oglejenými (mapy.geology.cz). Jedná se o vývojově mladé půdy, které vznikají vnitropůdním",oglejé (mapy.geology.cz). These are developmentally young soils which are formed by intra-soil
MTX201501307_anon,5,23,zvětráváním a běžně se vyskytují ve výškách 450 - 800 m n. m. V méně členitých terénech,weathering and are commonly found at altitudes of 450 - 800 m above sea level.
MTX201501307_anon,5,1,"Období mezi proterozoikem a mezozoikem, trvající přibližně 570 až 230 mil. let (Janota 2007a).","The period between proterozoic and mesozoic, lasting about 570 to 230 million years (Janota 2007a)."
MTX201501307_anon,5,1,"2 Období prekambria trvající od 2,5 do 0,60 až 0,57 miliardy let (Janota 2007b).",2 Precambrian period lasting from 2.5 to 0.60 to 0.57 billion years (Janota 2007b).
MTX201501307_anon,6,1,6,6
MTX201501307_anon,6,1,pak procesem illimerizace vznikají hnědozemně a luvizemě (illimerizované půdy) (Sedlák,"then, through the process of illimerisation, they are brown-brown-brown and luvidic (illimerised soils) (farmer"
MTX201501307_anon,6,2,"2007, 53-54).","2007, 53-54)."
MTX201501307_anon,6,3,Hydrologie,hydrology
MTX201501307_anon,6,4,Vraní leží mezi Vrbicí (také známá jako Mlýnský potok) na SV a Kamenicí na,Crow lies between Vrbica (also known as Mill Creek) on SV and Kamenice on
MTX201501307_anon,6,5,JZ. Vrbice pramenní u Borovin ve výšce 422 m n. m. a ústí do Stružnice u Vrbek ve výšce,JZ. The spring bore at Borovin at 422 m above sea level leads to Stružnice at Vrbek at
MTX201501307_anon,6,6,"330 m n. m. s průměrnou průtokovou rychlostí 0,11 m 3 /s (Pelán a kol. 1984, 189). Kamenice","330 m above sea level with an average flow rate of 0,11 m 3 /s (Pelán et al 1984, 189). The Kamenice"
MTX201501307_anon,6,7,pramení u Vyhlídky ve výšce 645 m n. m. Řeka ústí do Tichavky u Habřinky ve výšce,stems at Lookout at 645 m altitude river estuary to Tichavka at Habřinka at
MTX201501307_anon,6,8,"470 m n. m. s průměrnou průtokovou rychlostí 0,19 m 3 /s (tamtéž, 202).","470 m altitude with an average flow rate of 0,19 m 3 /s (ibid, 202)."
MTX201501307_anon,6,9,Klima,climate
MTX201501307_anon,6,10,Region kolem Vraní spadá do mírně teplé klimatické oblasti s počtem 20 - 30 letních dní,The region around Crow falls into a moderately warm climate area with a number of 20-30 summer days
MTX201501307_anon,6,11,a průměrnou letní teplotou + 16 - 17°C. Zimy bývají studené a dlouhé (130 - 160 mrazivých,and an average summer temperature of + 16-17°C. Winters tend to be cold and long (130-160 frosty
MTX201501307_anon,6,12,dní) s průměrnou teplotou kolem - 4°C. Srážkový úhrn ve vegetačním období se pohybuje,days) with an average temperature of around - 4°C. The precipitation total in the growing season is
MTX201501307_anon,6,13,"v rozmezí 350 - 450 mm, v zimním období pak obvykle činí 250 - 300 mm (Kovář 2002, 26","between 350-450 mm, then usually between 250-300 mm in the winter (blacksmith 2002, 26"
MTX201501307_anon,6,14,27).,27).
MTX201501307_anon,7,1,4. Historie archeologických výzkumů v k. ú. obce Vraní,4. History of archaeological research in the municipality of Vraní
MTX201501307_anon,7,1,Obr. č. 1: Mapový výstup k. ú. Vraní u Starého Sídla na Vysočině ze Státního archologického seznamu (SAS).,Figure 1: Crows at Old residential area in the Highlands from the State Archaeological List (SAS).
MTX201501307_anon,7,2,"Modře je vyznačeno UAN II 3 , ostatní plocha v kategorii UAN III. Zdroj: http://twist.up.npu.cz/tms/arch_public/.","It is marked in blue by UAN II 3 , the other area in category UAN III. Source: http://twist.up.npu.cz/tms/arch_public/."
MTX201501307_anon,7,1,V intravilánu obce Vraní doposud neproběhl archeologický výzkum. Státní archeologický,Archaeological research has not yet taken place in the intravilan municipality of Vraní. The national archaeological
MTX201501307_anon,7,2,seznam v katastru obce eviduje potenciální území UAN II a to: UAN II. č. 24-11-22/2,list in the municipality register the potential territory of UAN II is: UAN II No 24-11-22/2
MTX201501307_anon,7,3,Středověké a novověké jádro obce (SAS 2014).,Medieval and New Age Core of the municipality (SAS 2014).
MTX201501307_anon,7,1,3 UAN - území s archeologickými nálezy Prostorové vymezení UAN odráží stav současného poznání území z hlediska archeologie,3 UAN - Territories with Archaeological Findings The spatial delimitation of UAN reflects the state of contemporary knowledge of the territory in terms of archaeology
MTX201501307_anon,7,2,a jsou rozdělena do čtyř kategorií: UAN I - území s pozitivně prokázaným a dále bezpečně předpokládaným výskytem archeologických,and is divided into four categories: UAN I - Territories with positively proven and further securely predicted occurrence of archaeological
MTX201501307_anon,7,3,"nálezů; UAN II - území, na němž nebyl doposud pozitivně prokázán výskyt archeologických nálezů ale určité indicie mu nasvědčují:",finds; UAN II - Territories in which the presence of archaeological finds has not yet been positively proven but certain indications are
MTX201501307_anon,7,4,"pravděpodobnost výskytu archeologických nálezů je 51-100%; UAN III - území, na kterém ještě nebyl rozpoznán a pozitivně doložen výskyt",indicative: the probability of occurrence of archaeological finds is 51-100%; UAN III - Territories in which it has not yet been recognised and positively positive
MTX201501307_anon,7,5,"archeologických nálezů a prozatím tomu nenasvědčují žádné indicie, ale předmětné území mohlo být osídleno nebo jinak využito člověkem,","There is evidence of the occurrence of archaeological finds, and so far there are no indications, but the area in question may have been settled or otherwise used by human"
MTX201501307_anon,7,6,"a proto existuje 50% pravděpodobnost výskytu archeologických nálezů. Jde tedy o území celé ČR vyjma UAN I, II a IV; UAN IV - území, kde","and therefore there is a 50% probability of the occurrence of archaeological finds. It is therefore the territory of the whole Czech Republic except UAN I, II and IV; UAN IV - territory where"
MTX201501307_anon,7,7,"je nereálná pravděpodobnost výskytu archeologických nálezů - veškerá vytěžená území - lomy, cihelny, pískovny apod.","there is an unrealistic probability of occurrence of archaeological finds - all excavated territories - quarries, brickworks, sandboxes etc."
MTX201501307_anon,7,8,§ 21 - 24 zákona č. 20/1987Sb. - Na celém zájmovém území v kategoriích UAN I - III je nutno dodržovat ustanovení vyplývající ze,§ 21 - 24 law No 20/1987Sb. - The provisions of law must be observed throughout the area of interest in the categories UAN I - III. This means that
MTX201501307_anon,7,9,"zákona. To znamená, že je nutné v prostoru UAN I, II i III respektovat § 22 zákona č. 20/1987Sb., o státní památkové péči v platné znění,","it is necessary to respect Paragraph 22 of the law No 20/1987Sb., on the State Historical Preservation, in the current version, in the UAN I, II and III space,"
MTX201501307_anon,7,10,"tj. stavebníci jsou již od přípravy stavby , tj. záměru provádět jakékoli zemní práce, při nichž může být objeven archeologický nález ve","i.e. the builders have been obliged, since the preparation of the construction , i.e. the intention to carry out any earthworks in which archaeological find may be discovered"
MTX201501307_anon,7,11,"smyslu § 23, povinni tento záměr oznámit Archeologickému ústavu AV ČR a umožnit jemu nebo organizaci oprávněné k archeologickým","within the meaning of Paragraph 23, to notify the Archaeological Institute of the AV ČR of this intention and to allow it or an organisation authorised to carry out archaeological"
MTX201501307_anon,7,12,výzkumům provést na dotčeném území záchranný archeologický výzkum.,research on the territory in question rescue archaeological research.
MTX201501307_anon,8,1,8,8
MTX201501307_anon,8,1,5. Stručná historie obce Vraní,5. A brief history of the Crow village
MTX201501307_anon,8,1,Místní jméno Vraní je vykládáno jako „místo kde jsou vrány“. Správnost interpretace,"The local name Crow is interpreted as ""the place where the crows are."" The accuracy of the interpretation"
MTX201501307_anon,8,2,"je odůvodňována výklady podobných místních jmen, jako jsou Jelení, Pstruží apod. (Brázda -","is justified by interpretations of similar local names such as Deer, Trout, etc. (Harrow -"
MTX201501307_anon,8,3,"Vacek 1980, 800).","Vacek 1980, 800)."
MTX201501307_anon,8,4,"Nejstarší písemný záznam dokládající existenci obce pochází z r. 1348, kdy Načerat","The oldest written record attesting to the existence of the village dates from 1348, when Načerat"
MTX201501307_anon,8,5,z Skály se svými syny převádí mezi jiným zbožím i ves Vraní do vlastnictví bratrů Olbrama,z Skála with his sons transfers among others trade good i ves Vraní to the ownership of the brothers
MTX201501307_anon,8,6,"a Slavibora z Pernova (Mareš a kol. 1856, 1). V r. 1358 získává od Olbrama část Bukovice a další","Olbram and Slavibor z Pernova (Mareš et al 1856, 1). In 1358, the Moravian marquis Jan Vladislav Korutansky acquires from Olbram part of Bukovice and other related"
MTX201501307_anon,8,7,příslušející majetky moravský markrabě Jan Vladislav Korutanský. Vraní sice není jmenovitě,assets. Although the Crow is not mentioned
MTX201501307_anon,8,8,"zmiňováno, ale lze předpokládat, že rovněž bylo mezi těmito statky, protože už o dva roky","by name, it can be assumed that it was also among these estates, since two years later"
MTX201501307_anon,8,9,později (1360) převádí moravský markrabě Jan svůj díl Bukovice spolu s dalšími vesnicemi,(1360) the Moravian marquis Jan is transferring his share of Bukovice along with other villages
MTX201501307_anon,8,10,"Janu z Pernova a při této události je Vraní zmíněno (Brázda 2004, 71). V následujících letech","of John of Pernov, and at this event the Crow is mentioned (Harrow 2004, 71). In the years"
MTX201501307_anon,8,11,Vraní opět přešlo do držení Korutanů. V r. 1384 dává markrabě Smil Moravský,"that followed, the Crows once again passed into the possession of the Carinthians. In 1384, marquis Smil gives"
MTX201501307_anon,8,12,(Korutanský) v léno hrad Ostrovec s dílem Bukovice a několika vesnicemi (mezi nimi i Vraní),the Moravian (Carinthian) in fief castle Ostrovec with the work of Bukovice and several villages (Crows among them)
MTX201501307_anon,8,13,Načeratovi z Lomnice. Načerat dává toto zboží někdy před r. 1417 v zástavu Stiboru z Vlčova. Po,to Načerat of Lomnica. Devouring gives this trade good sometime before 1417 in the pawn of Stibor of Vlov.
MTX201501307_anon,8,14,"Načeratově smrti vyplácí majetky zpět Hroznata Sezema z Lomnice a Lichnova (tamtéž, 335). Pak","Upon Načeratov's death, Hroznata Sezema of Lomnice and Lichnov (ibid, 335) pays back the fortunes. Then"
MTX201501307_anon,8,15,"ostrovecké a bystřické panství přebírají pánové z Sokolova (tamtéž, 71). V r. 1585 prodávají","the island and stream estates are taken over by the gentlemen of Sokolov (ibid, 71). In 1585,"
MTX201501307_anon,8,16,"Jan a Bavor z Sokolova starosídelní panství, ke kterému tehdy náleželo i Vraní, Diviši","Jan and Bavor of Sokolov sell the old-style manor to which the Crows then belonged, Diviš"
MTX201501307_anon,8,17,Lipovskému z Olešnic. Od té doby je osud Vraní úzce spojen s Starým Sídlem. Po r. 1620,"Lipovsky of Olešnice. Since then, the Crow's fate has been closely linked to Old residential area. After 1620,"
MTX201501307_anon,8,18,bylo panství pánů z Olešnic zkonfiskováno a následně r. 1624 prodáno knížeti Albrechtu,the estate of the lords of Olešnice was confiscated and subsequently sold to Prince Albrecht
MTX201501307_anon,8,19,kardinálu z Rožmberka. Jeho dědic Bavor z Rožmberka jej prodává r. 1638 Bedřichu,cardinal of Rožmberk in 1624. His heir Bavarian of Rožmberk sells it in 1638
MTX201501307_anon,8,20,Wartemberkovi z Falknova. Po Bedřichově smrti spravuje statky jeho syn Albrecht Bavor.,"to Frederick Wartemberk of Falknov. After Frederick's death, his son Albrecht Bavor manages the estates."
MTX201501307_anon,8,21,"S nabytým majetkem ovšem hospodařil natolik špatně, že panství zcela zadlužil a následně","But he mismanaged the acquired property so badly that he mortgaged the estate, and"
MTX201501307_anon,8,22,mu bylo i výrokem soudu odejmuto. Tak se r. 1691 dostává opět do rukou Rožmberků. Ti,"was subsequently withdrawn by the court's ruling. Thus, 1691 falls back into the hands of the Rožmberk."
MTX201501307_anon,8,23,"poté panství postupují tzv. Mariánské škole v Hradci (Nadační ústav šlechtičen) (tamtéž, 74).","They then cede the estate to the so-called Mariánské školy v Hradec (Foundation Institute of Nobles) (ibid, 74)."
MTX201501307_anon,8,24,Podle obecního zákona z r. 1849 se od r. 1850 stává nejnižší jednotkou politické správy obec.,"According to the municipal law of 1849, the municipality has become the lowest unit of political administration since 1850."
MTX201501307_anon,8,25,Na základě tohoto zákona je r. 1854 schválena nová politická a soudní organizace korunních,"On the basis of this law, a new political and judicial organization of the crown"
MTX201501307_anon,8,26,"zemí, podle které je vyhlášeno okresní hejtmanství a soudní okres Staré Sídlo (Bláhová","countries is approved in 1854, according to which the district general and the judicial district of Old residential"
MTX201501307_anon,8,27,"2010, 1). V rámci rozsáhlého slučování obcí v 2. pol. 20. stol. bylo Vraní r. 1980 připojeno","area are proclaimed (Fool 2010, 1). As part of an extensive merging of municipalities in the 2nd century, the Crow was annexed"
MTX201501307_anon,8,28,k Starému Sídlu na Vysočině. Svou samostatnost získalo zpět po změně politických poměrů,to Old residential area in the Highlands in 1980. It regained its autonomy following a change in political circumstances
MTX201501307_anon,8,29,"v r. 1992 (Vavřinec 2001, 208).","in 1992 (Lawrence 2001, 208)."
MTX201501307_anon,9,1,9,9
MTX201501307_anon,9,1,6. Cíle a metoda výzkumu,6. Research objectives and method
MTX201501307_anon,9,1,Z odborného hlediska byly z počátku stanoveny následující cíle:,"From a technical point of view, the following objectives were initially set:"
MTX201501307_anon,9,2,1. Prokázání nebo vyloučení přítomnosti archeologických nálezů v zájmovém území.,1. Demonstration or exclusion of the presence of archaeological finds in the area of interest.
MTX201501307_anon,9,3,"2. Rekonstrukce obousměrné geneze historického nadloží, intenzity a charakteru","2. Reconstruction of the two-way genesis of the historical overburden, the intensity and character"
MTX201501307_anon,9,4,osídlení.,of the settlement.
MTX201501307_anon,9,5,"3. Otázka pohybu luxusních a výjimečných předmětů v prostoru a čase, problém","3. The issue of moving luxury and exceptional objects in space and time, the problem"
MTX201501307_anon,9,6,importů.,of imports.
MTX201501307_anon,9,7,Metodika výzkumu,Research Methodology
MTX201501307_anon,9,8,Přesný postup a způsob záchranného archeologického výzkumu byl volen podle,The exact process and method of rescue archaeological research was chosen according to
MTX201501307_anon,9,9,situace a časového harmonogramu stavby. Zásahy do archeologických terénů představovaly,the situation and timing of construction. Interventions into archaeological terrain were
MTX201501307_anon,9,10,liniové výkopy pro kanalizaci.,liner digs for sewer.
MTX201501307_anon,9,11,Ve vybraných místech proběhl předstihový výzkum v pravidelných sondách,"In selected locations, advance"
MTX201501307_anon,9,12,"o rozměrech 1,5 m x 1,5 m. V odůvodněných případech byla sonda rozšířena do přibližných","research was conducted in regular probes of 1.5 m x 1.5 m. In justified cases, trench was expanded to approximately"
MTX201501307_anon,9,13,"rozměrů 1,5 x 2 2,2 m. Exkavační práce byly prováděny ručně od současného povrchu terénu",1.5 x 2.2 m. Excavation work was performed manually from the current the field
MTX201501307_anon,9,14,"po přirozených kontextech. Objekty, které se projevily v jednotlivých úrovních",to the natural contexts. Objects that showed up in the
MTX201501307_anon,9,15,"stratifikovaného souvrství, byly kresebně a fotograficky dokumentovány. Po vybrání výplně",stratified strata levels were credibly and photographically documented. After selecting
MTX201501307_anon,9,16,byl objekt geodeticky zaměřen totální stanicí či znivelován ke geodeticky zaměřenému,"the fill, feature was geodetically targeted by total camp or unfavorably targeted by geodetic"
MTX201501307_anon,9,17,orientačnímu bodu. Spodní niveleta sond vycházela z projektové dokumentace stavby. Po,orientation point. The lower level drones were based on the documentation construction design. After
MTX201501307_anon,9,18,dosažení nivelety ohrožující archeologické situace byla provedena kresebná dokumentace,"reaching the nivelet threatening the archaeological situation, drawn documentation"
MTX201501307_anon,9,19,vzniklých řezů sond a jejich geodetické zaměření totální stanicí.,of the resulting probe sections and their geodetic focus was total camp.
MTX201501307_anon,9,20,Pro písemný zápis informací byl užit tzv. „formulářový popis“ stratigrafických,"A so-called ""form description"" of the stratigraphic"
MTX201501307_anon,9,21,"jednotek, a to dle dokumentačních standardů platných ve společnosti Pueblo - archeologická","units was used for writing the information, according to the documentation standards in force at society Pueblo - archaeological"
MTX201501307_anon,9,22,"společnost, o. p. s. Konkrétně byl v terénu pro každou stratigrafickou jednotku vypsán","society, o. p. society. Specifically, an appropriate form was written out in the field for each stratigraphic unit."
MTX201501307_anon,9,23,patřičný formulář. Kresebná dokumentace byla provedena v měřítku 1:20. Fotografická,The documentation drawing was done on a scale of 1:20. photodocumentation
MTX201501307_anon,9,24,dokumentace byla provedena aparátem Canon PowerShot SX120 IS.,was performed by the Canon PowerShot SX120 IS apparatus.
MTX201501307_anon,9,25,Movité nálezy byly tříděny v terénu a převáženy k laboratornímu zpracování.,Movable findings were trialled in the field and transported for laboratory processing.
MTX201501307_anon,9,26,V souběhu s průběhem terénních prací byla provedena digitalizace dokumentace a tvořeny,"In parallel to the progress of the field work, documentation was digitised and made up of"
MTX201501307_anon,10,1,10,10
MTX201501307_anon,10,1,"dílčí plány objektů. Po ukončení terénního výzkumu byla zpracovávána evidence nálezů,","object sub-plans. Following the completion of the field research, a record of findings,"
