file,page_num,line_num,text_auto,text_en
MTX201501307,3,1,3,3
MTX201501307,3,2,"Pueblo - archeologická společnost, o. p. s.","Pueblo - archaeological society, o. p. s."
MTX201501307,3,3,Katastrální území:,Land registry:
MTX201501307,3,4,Zubří u Nového Města na Moravě,Teeth at New Town in Moravia
MTX201501307,3,5,Okres:,State:
MTX201501307,3,6,Žďár nad Sázavou,Žďár nad Sázavou
MTX201501307,3,7,Trať:,Trať:
MTX201501307,3,8,intravilán obce,intravilán obce
MTX201501307,3,9,Parc. č.:,Parc. No:
MTX201501307,3,10,"41/1, 41/5, 41/11, 42, 137/1","41/1, 41/5, 41/11, 42, 137/1"
MTX201501307,3,11,Č. mapy,Map No.
MTX201501307,3,12,ZM10 24 - 11 -17,ZM10 24 - 11 -17
MTX201501307,3,13,Souřadnice WGS - 84:,WGS Coordinates - 84:
MTX201501307,3,14,"49°34'13.52""N, 16°07'19.61""E; 49°34'13.30""N,","49°34'13.52""N, 16°07'19.61""E; 49°34'13.30""N,"
MTX201501307,3,15,"16°07'21.00""E; 49°34'11.77""N, 16°07'23.67""E;","16°07'21.00""E; 49°34'11.77""N, 16°07'23.67""E;"
MTX201501307,3,16,"49°34'13.00""N, 16°07'24.76""E; 49°34'13.84""N,","49°34'13.00""N, 16°07'24.76""E; 49°34'13.84""N,"
MTX201501307,3,17,"16°07'25.16""E; 49°34'15.11""N, 16°07'24.43""E;","16°07'25.16""E; 49°34'15.11""N, 16°07'24.43""E;"
MTX201501307,3,18,"49°34'16.12""N, 16°07'23.77""E; 49°34'11.87""N,","49°34'16.12""N, 16°07'23.77""E; 49°34'11.87""N,"
MTX201501307,3,19,"16°07'21.36""E","16°07'21.36""E"
MTX201501307,3,20,Nadmořská výška:,Altitude:
MTX201501307,3,21,672 m n. m.,672 m n.m.
MTX201501307,3,22,Číslo akce:,Action number:
MTX201501307,3,23,62/2013,62/2013
MTX201501307,3,24,Kultura:,Culture:
MTX201501307,3,25,"pozdní středověk, časný novověk, novověk","Late Middle Ages, Early New Age, New Age"
MTX201501307,3,26,(14. stol. - 20. stol.),(14th table. - 20th table.)
MTX201501307,3,27,Doba výzkumu:,Research time:
MTX201501307,3,28,2013,2013
MTX201501307,3,29,Přírůstkové číslo výzkumu:,Incremental research number:
MTX201501307,3,30,MVJ 21/2013,ISA 21/2013
MTX201501307,3,31,Inventární čísla:,Inventory numbers:
MTX201501307,3,32,JiA21/13/1 - JiA21/13/99,JiA21/13/1 - JiA21/13/99
MTX201501307,3,33,Uložení nálezů:,Saving findings:
MTX201501307,3,34,"Muzeum Vysočiny Jihlava, p. o.","Museum of the Highlands of Jihlava, p. o."
MTX201501307,3,35,Uložení zprávy:,Save Message:
MTX201501307,3,36,"ARÚ AV ČR Brno, Pueblo-archeologická společnost,","ARÚ AV ČR Brno, Pueblo-Archaeological Society,"
MTX201501307,3,37,"o.p. s., autor, investor, Muzeum Vysočiny Jihlava, p. o.","o.p. s., author, investor, Museum of the Highlands of Jihlava, p. o."
MTX201501307,4,1,4,4
MTX201501307,4,2,Obsah,Contents
MTX201501307,4,3,1. Úvod 5,1. Introduction 5
MTX201501307,4,4,2. Lokalizace výzkumu 5,2. Localizing Research 5
MTX201501307,4,5,3. Přírodní podmínky na lokalitě 5,3. Natural conditions on site 5
MTX201501307,4,6,Geomorfologie 5,Geomorphology 5
MTX201501307,4,7,Geologie a pedologie 5,Geology and pedology 5
MTX201501307,4,8,Hydrologie 6,Hydrology 6
MTX201501307,4,9,Klima 6,Climate 6
MTX201501307,4,10,4. Historie archeologických výzkumů v k. ú. obce Zubří 7,4. History of archaeological research in Zubří 7
MTX201501307,4,11,5. Stručná historie obce Zubří 8,5. A brief history of Zubří 8
MTX201501307,4,12,6. Cíle a metoda výzkumu 9,6. Research objectives and method 9
MTX201501307,4,13,Metodika výzkumu 9,Research Methodology 9
MTX201501307,4,14,Měřičská dokumentace 10,Measurement documentation 10
MTX201501307,4,15,7. Popis terénní situace 10,7. Description of the terrain 10
MTX201501307,4,16,Zhodnocení výsledků výzkumu 15,Evaluation of research results 15
MTX201501307,4,17,8. Závěr 17,8. Conclusion 17
MTX201501307,4,18,9. Literatura a prameny 18,9. Literature and Springs 18
MTX201501307,4,19,10. Přílohy 20,10. Attachments 20
MTX201501307,4,20,Plánová dokumentace 20,Planning Documentation 20
MTX201501307,4,21,Obrazová příloha 21,Image Attachment 21
MTX201501307,4,22,Kresebná příloha artefaktů 37,Artifacts Drawing Attachment 37
MTX201501307,4,23,Kresebná dokumentace archeologických situací 38,Drawing documentation of archaeological situations 38
MTX201501307,4,24,"Seznam: vrstev, objektů, konstrukcí, výkresů, nálezů 39","List: layers, objects, structures, drawings, finds 39"
MTX201501307,4,25,Seznam geodetických bodů 40,List of geodetic points 40
MTX201501307,5,1,5,5
MTX201501307,5,2,1. Úvod,1. Introduction
MTX201501307,5,3,Záchranný archeologický výzkum v k. ú. Zubří u Nového Města na Moravě byl vyvolán,Rescue Archaeological Research v.r. The tooth near New Town in Moravia was called
MTX201501307,5,4,záměrem investora - zbudováním čističky odpadních vod a kanalizace. Výzkum byl prováděn,by the investor's intention - by building a waste water treatment plant and a sewer. The research was carried out
MTX201501307,5,5,na stavbou ohrožených plochách v dubnu roku 2013 na základě dohody o provedení,on the construction of vulnerable sites in April 2013 under an implementation agreement
MTX201501307,5,6,"záchranného archeologického výzkumu, uzavřené mezi oprávněnou organizací Pueblo -","rescue archaeological research, concluded between an authorized Pueblo organization -"
MTX201501307,5,7,"archeologická společnost, o. p. s. a stavebníkem, Obcí Zubří.","archaeological society, o. p. s. and builder, the Giant of Teeth."
MTX201501307,5,8,2. Lokalizace výzkumu,2. Localizing research
MTX201501307,5,9,"Obec Zubří leží v kraji Vysočina, cca 3,5 km severovýchodně od Nového Města na","The municipality of Zubří lies in the region of the Highlands, about 3.5 km northeast of the New Town on"
MTX201501307,5,10,"Moravě, které je obcí s rozšířenou působností. Zájmová území se nachází v intravilánu obce.","Moravia, which is an extended commune. The areas of interest are located in the municipality's intravilan."
MTX201501307,5,11,(Příloha: Plány č. 1 - 3).,(Annex: Plans 1 - 3).
MTX201501307,5,12,3. Přírodní podmínky na lokalitě,3. Natural conditions on the site
MTX201501307,5,13,Geomorfologie,Geomorphology
MTX201501307,5,14,"Zubří leží v oblasti Novoměstské pahorkatiny, která je částí Bítešské vrchoviny.","Zubří is located in the area of the New Town Hills, which is part of the Bítešská Highlands."
MTX201501307,5,15,Charakteristický plochý povrch vrchoviny je zapříčiněn odolností zdejších hornin. Nejvyšším,The characteristic flat surface of the upland is due to the resilience of the rock. Highest
MTX201501307,5,16,"bodem je vrchol Harusův kopec (741 m n. m.). Krajinu tvoří pole, louky a smrkové porosty","The point is the top of Harus Hill (741 m above sea level). The landscape consists of fields, meadows and spruce stands"
MTX201501307,5,17,"s borovicí (Demek 1987,111, 378).","with pine (Demek 1987,111, 378)."
MTX201501307,5,18,Geologie a pedologie,Geology and pedology
MTX201501307,5,19,"Zkoumaná oblast náleží základní geologické jednotce ČR, Českému masivu.","The area studied belongs to the Czech Republic's basic geological unit, the Bohemian Massif."
MTX201501307,5,20,Podrobněji se jedná o oblasti Svrateckého krystalinika a Moldanubika. Intravilán obce se,"More specifically, the areas of Svratec crystalline and Moldanubik. Intravilán obce se"
MTX201501307,5,21,rozkládá na podloží tvořeném metamorfity (migmatit - ortorula) paleozoického 1,breaks down on a bedrock formed by the metamorphoses (migmatit - ortorula) of paleozoic 1
MTX201501307,5,22,(prvohorního) - proterozoického 2 (starohorního) stáří (mapy.geology.cz) .,(primary) - proterozoic 2 (old-upper) age (mapy.geology.cz) .
MTX201501307,5,23,"Nadložní partie jsou tvořeny kambizeměmi (hnědými půdami), a to většinou","Overburden lots are made up of cabis (brown soils), mostly"
MTX201501307,5,24,"oglejenými (mapy.geology.cz). Jedná se o vývojově mladé půdy, které vznikají vnitropůdním",oglejené (mapy.geology.cz). These are developmentally young soils that originate in-soil
MTX201501307,5,25,zvětráváním a běžně se vyskytují ve výškách 450 - 800 m n. m. V méně členitých terénech,weathering and commonly occur at altitudes of 450 - 800 m above sea level. In less rugged terrains
MTX201501307,5,26,"Období mezi proterozoikem a mezozoikem, trvající přibližně 570 až 230 mil. let (Petranek 2007a).","The period between proterozoic and mesozoic, lasting about 570 to 230 million years (Petranek 2007a)."
MTX201501307,5,27,"2 Období prekambria trvající od 2,5 do 0,60 až 0,57 miliardy let (Petránek 2007b).",2 Precambrian period lasting from 2.5 to 0.60 to 0.57 billion years (Petranek 2007b).
MTX201501307,6,1,6,6
MTX201501307,6,2,pak procesem illimerizace vznikají hnědozemně a luvizemě (illimerizované půdy) (Tomášek,"then, through the process of illimerization, they form brown-brown-brown and luvian (illimerized soils) (Thomas"
MTX201501307,6,3,"2007, 53-54).","2007, 53-54)."
MTX201501307,6,4,Hydrologie,Hydrology
MTX201501307,6,5,Zubří leží mezi Nedvědičkou (také známá jako Divišovský potok) na SV a Olešnou na,The tooth lies between Nedvědicka (a.k.a. Divišov brook) on SV and Olešnou na
MTX201501307,6,6,JZ. Nedvědička pramenní u Lažínek ve výšce 422 m n. m. a ústí do Jevišovky u Střelic ve výšce,JZ. The Nedvědička spring at Lažínek at 422 m above sea level and leads to Jevišovka at Střelic at altitude
MTX201501307,6,7,"330 m n. m. s průměrnou průtokovou rychlostí 0,11 m 3 /s (Vlček a kol. 1984, 189). Olešná","330 m above sea level with an average flow rate of 0,11 m 3 /s (Wolf et al 1984, 189). Olešná"
MTX201501307,6,8,pramení u Pohledce ve výšce 645 m n. m. Řeka ústí do Loučky u Olešínky ve výšce,springs at Pohledka at 645 m above sea level. The river leads to the Loučka u Olešínka at altitude
MTX201501307,6,9,"470 m n. m. s průměrnou průtokovou rychlostí 0,19 m 3 /s (tamtéž, 202).","470 m above sea level with an average flow rate of 0,19 m 3 /s (ibid, 202)."
MTX201501307,6,10,Klima,Climate
MTX201501307,6,11,Region kolem Zubří spadá do mírně teplé klimatické oblasti s počtem 20 - 30 letních dní,The region around Zubří falls into a moderately warm climate area with a number of 20-30 summer days
MTX201501307,6,12,a průměrnou letní teplotou + 16 - 17°C. Zimy bývají studené a dlouhé (130 - 160 mrazivých,and average summer temperature + 16 - 17°C. Winters tend to be cold and long (130-160 frosty
MTX201501307,6,13,dní) s průměrnou teplotou kolem - 4°C. Srážkový úhrn ve vegetačním období se pohybuje,days) with an average temperature of around - 4°C. The precipitation total in the growing season is moving
MTX201501307,6,14,"v rozmezí 350 - 450 mm, v zimním období pak obvykle činí 250 - 300 mm (Pivec 2002, 26","between 350 - 450 mm, then usually between 250 - 300 mm in winter (Pivec 2002, 26"
MTX201501307,6,15,27).,27).
MTX201501307,7,1,4. Historie archeologických výzkumů v k. ú. obce Zubří,4. History of archaeological research in Zubří municipality
MTX201501307,7,2,Obr. č. 1: Mapový výstup k. ú. Zubří u Nového Města na Moravě ze Státního archologického seznamu (SAS).,Figure 1: Teeth at the New Town in Moravia from the State Archaeological List (SAS).
MTX201501307,7,3,"Modře je vyznačeno UAN II 3 , ostatní plocha v kategorii UAN III. Zdroj: http://twist.up.npu.cz/tms/arch_public/.","It is marked in blue by UAN II 3 , the other area in category UAN III. Source: http://twist.up.npu.cz/tms/arch_public/."
MTX201501307,7,4,V intravilánu obce Zubří doposud neproběhl archeologický výzkum. Státní archeologický,Archaeological research has not yet taken place in the Zubří intravillain. State Archaeological
MTX201501307,7,5,seznam v katastru obce eviduje potenciální území UAN II a to: UAN II. č. 24-11-22/2,The list in the municipal registry records the potential territory of UAN II and this: UAN II No 24-11-22/2
MTX201501307,7,6,Středověké a novověké jádro obce (SAS 2014).,Medieval and New Age community core (SAS 2014).
MTX201501307,7,7,3 UAN - území s archeologickými nálezy Prostorové vymezení UAN odráží stav současného poznání území z hlediska archeologie,3 UAN - territory with archaeological finds The spatial delimitation of UAN reflects the state of contemporary knowledge of the territory in terms of archaeology
MTX201501307,7,8,a jsou rozdělena do čtyř kategorií: UAN I - území s pozitivně prokázaným a dále bezpečně předpokládaným výskytem archeologických,and are divided into four categories: UAN I - a territory with a positive and safe presumption of the occurrence of archaeological
MTX201501307,7,9,"nálezů; UAN II - území, na němž nebyl doposud pozitivně prokázán výskyt archeologických nálezů ale určité indicie mu nasvědčují:","Findings; UAN II - a territory in which the presence of archaeological finds has not yet been positively established, but some indications suggest:"
MTX201501307,7,10,"pravděpodobnost výskytu archeologických nálezů je 51-100%; UAN III - území, na kterém ještě nebyl rozpoznán a pozitivně doložen výskyt",the probability of occurrence of archaeological finds is 51-100%; UAN III - a territory in which the occurrence has not yet been recognised and positively documented
MTX201501307,7,11,"archeologických nálezů a prozatím tomu nenasvědčují žádné indicie, ale předmětné území mohlo být osídleno nebo jinak využito člověkem,","archaeological findings, and so far there are no indications, but the area in question may have been settled or otherwise used by man,"
MTX201501307,7,12,"a proto existuje 50% pravděpodobnost výskytu archeologických nálezů. Jde tedy o území celé ČR vyjma UAN I, II a IV; UAN IV - území, kde","and therefore there is a 50% chance of archaeological finds. It is therefore the territory of the whole Czech Republic except UAN I, II and IV; UAN IV - the territory where"
MTX201501307,7,13,"je nereálná pravděpodobnost výskytu archeologických nálezů - veškerá vytěžená území - lomy, cihelny, pískovny apod.","there is an unrealistic likelihood of archaeological finds - all excavated lands - quarries, brickworks, sandboxes, etc."
MTX201501307,7,14,§ 21 - 24 zákona č. 20/1987Sb. - Na celém zájmovém území v kategoriích UAN I - III je nutno dodržovat ustanovení vyplývající ze,"Sections 21 - 24 of Act No 20/1987Sb. - In the whole territory of interest in the categories UAN I - III, the provisions resulting from the"
MTX201501307,7,15,"zákona. To znamená, že je nutné v prostoru UAN I, II i III respektovat § 22 zákona č. 20/1987Sb., o státní památkové péči v platné znění,","law. This means that it is necessary to respect Section 22 of Act No 20/1987Sb., on National Historic Preservation, as amended, in the UAN I, II and III area,"
MTX201501307,7,16,"tj. stavebníci jsou již od přípravy stavby , tj. záměru provádět jakékoli zemní práce, při nichž může být objeven archeologický nález ve","i.e. the builders are already from the preparation of the construction , i.e. the intention to carry out any earthworks in which an archaeological find may be discovered in"
MTX201501307,7,17,"smyslu § 23, povinni tento záměr oznámit Archeologickému ústavu AV ČR a umožnit jemu nebo organizaci oprávněné k archeologickým","within the meaning of § 23, they are obliged to notify the Archaeological Institute of the Czech Republic of this intention and to allow it or an organisation entitled to archaeological"
MTX201501307,7,18,výzkumům provést na dotčeném území záchranný archeologický výzkum.,research to carry out life-saving archaeological research on the area concerned.
MTX201501307,8,1,8,8
MTX201501307,8,2,5. Stručná historie obce Zubří,5. A brief history of Zubří Municipality
MTX201501307,8,3,Místní jméno Zubří je vykládáno jako „místo kde jsou zubři“. Správnost interpretace,"The local name tooth is interpreted as ""the place where the dentists are."" Proper interpretation"
MTX201501307,8,4,"je odůvodňována výklady podobných místních jmen, jako jsou Jelení, Pstruží apod. (Hosák -","is justified by interpretations of similar local names, such as Deer, Trout, etc. (Hosák -"
MTX201501307,8,5,"Šrámek 1980, 800).","Scrap 1980, 800)."
MTX201501307,8,6,"Nejstarší písemný záznam dokládající existenci obce pochází z r. 1348, kdy Jimram","The oldest written record attesting to the existence of the municipality dates back to 1348, when Jimram"
MTX201501307,8,7,z Kamene se svými syny převádí mezi jiným zbožím i ves Zubří do vlastnictví bratrů Ješka,from Stone with his sons transfers the Zubří village to the ownership of the Ješka brothers among other goods
MTX201501307,8,8,"a Beneše z Boskovic (Chytil a kol. 1856, 1). V r. 1358 získává od Ješka část Bystřice a další","and Benes of Boskovic (Capture et al. 1856, 1). In 1358, Jesek acquires part of Bystřice and others"
MTX201501307,8,9,příslušející majetky moravský markrabě Jan Jindřich Lucemburský. Zubří sice není jmenovitě,belonging to the Moravian Margrave Jan Jindřich of Luxembourg. The tooth is not by name
MTX201501307,8,10,"zmiňováno, ale lze předpokládat, že rovněž bylo mezi těmito statky, protože už o dva roky","mentioned, but it can be assumed that it was also among these estates, as it was two years earlier"
MTX201501307,8,11,později (1360) převádí moravský markrabě Jan svůj díl Bystřice spolu s dalšími vesnicemi,later (1360) the Moravian Margrave John transfers his share of the Bystřice along with other villages
MTX201501307,8,12,"Janu z Boskovic a při této události je Zubří zmíněno (Hosák 2004, 71). V následujících letech","Janu z Boskovic and at this event Zubří is mentioned (Hosák 2004, 71). In the years to come"
MTX201501307,8,13,Zubří opět přešlo do držení Lucemburků. V r. 1384 dává markrabě Jošt Moravský,"The tooth once again went into Luxembourg's possession. In 1384, margarita Yošt Moravský gives"
MTX201501307,8,14,(Lucemburský) v léno hrad Pyšolec s dílem Bystřice a několika vesnicemi (mezi nimi i Zubří),(Luxembourg) in fiefdom castle Pyšolec with works by Bystřice and several villages (among them Zubří)
MTX201501307,8,15,Heraltovi z Kunštátu. Heralt dává toto zboží někdy před r. 1417 v zástavu Bludovi z Králic. Po,Heralto of Kunsttate. Heralt gives these goods sometime before 1417 as collateral to Blud of the Rabbits. After
MTX201501307,8,16,"Heraltově smrti vyplácí majetky zpět Boček Kuna z Kunštátá a Poděbrad (tamtéž, 335). Pak","Heralto's death is paid back by Boček Kuna of Kunsttate and Podebrad (ibid, 335). Then"
MTX201501307,8,17,"pyšolecké a bystřické panství přebírají pánové z Pernštejna (tamtéž, 71). V r. 1585 prodávají","Pernštejno's masters (ibid, 71) take over the pyšolec and stream estates. In 1585 they sell"
MTX201501307,8,18,"Jan a Maxmilán z Pernštejna novoměstské panství, ke kterému tehdy náleželo i Zubří, Vilímu","John and Maxmilan of Pernstein's New Town Domain, which at the time included Zubø, William"
MTX201501307,8,19,Dubskému z Třebomislic. Od té doby je osud Zubří úzce spojen s Novým Městem. Po r. 1620,"Dubski of Trebomislic. Since then, the fate of the tooth has been closely linked to the New City. Mon. 1620"
MTX201501307,8,20,bylo panství pánů z Třebomyslic zkonfiskováno a následně r. 1624 prodáno knížeti Františku,the estate of the lords of Třebomyslice was confiscated and subsequently sold to Prince Francis in 1624
MTX201501307,8,21,kardinálu z Ditrichštejna. Jeho dědic Maxmilián z Ditrichštejna jej prodává r. 1638 Šimonu,Cardinal of Ditrichštejn. His heir Maximilian of Ditrichštejn sells it to 1638 Shimon
MTX201501307,8,22,Kratzerovi z Schensberku. Po Šimonově smrti spravuje statky jeho syn František Maxmilián.,"The Kratzers of Schensberk. His son, Francis Maximilian, runs the estates after Shimon's death."
MTX201501307,8,23,"S nabytým majetkem ovšem hospodařil natolik špatně, že panství zcela zadlužil a následně","But he mismanaged the acquired property so badly that he mortgaged the estate, and then"
MTX201501307,8,24,mu bylo i výrokem soudu odejmuto. Tak se r. 1691 dostává opět do rukou Ditrichštejnů. Ti,"was also withdrawn by the court's ruling. Thus, 1691 falls back into the hands of the Ditrichštejn. Ti"
MTX201501307,8,25,"poté panství postupují tzv. Mariánské škole v Brně (Nadační ústav šlechtičen) (tamtéž, 74).","then the estates advance to the so-called Marian School in Brno (Foundation Institute of Nobles) (ibid, 74)."
MTX201501307,8,26,Podle obecního zákona z r. 1849 se od r. 1850 stává nejnižší jednotkou politické správy obec.,"According to the municipal law of 1849, the municipality has become the lowest unit of political administration since 1850."
MTX201501307,8,27,Na základě tohoto zákona je r. 1854 schválena nová politická a soudní organizace korunních,"On the basis of this law, a new political and judicial organization of the Crown"
MTX201501307,8,28,"zemí, podle které je vyhlášeno okresní hejtmanství a soudní okres Nové Město (Fuksová",the county general and the judicial district of the New Town (Fuks
MTX201501307,8,29,"2010, 1). V rámci rozsáhlého slučování obcí v 2. pol. 20. stol. bylo Zubří r. 1980 připojeno","2010, 1). As part of the large-scale merging of municipalities in the 2nd century, Zubor was connected in 1980"
MTX201501307,8,30,k Novému Městu na Moravě. Svou samostatnost získalo zpět po změně politických poměrů,to the New Town in Moravia. It has regained its autonomy following a change in political circumstances
MTX201501307,8,31,"v r. 1992 (Svoboda 2001, 208).","in 1992 (Freedom 2001, 208)."
MTX201501307,9,1,9,9
MTX201501307,9,2,6. Cíle a metoda výzkumu,6. Research objectives and method
MTX201501307,9,3,Z odborného hlediska byly z počátku stanoveny následující cíle:,"From a technical point of view, the following objectives were initially set:"
MTX201501307,9,4,1. Prokázání nebo vyloučení přítomnosti archeologických nálezů v zájmovém území.,1. Demonstration or exclusion of the presence of archaeological finds in the area of interest.
MTX201501307,9,5,"2. Rekonstrukce obousměrné geneze historického nadloží, intenzity a charakteru","2. Reconstruction of the bidirectional genesis of historical overburden, intensity and character"
MTX201501307,9,6,osídlení.,settlement.
MTX201501307,9,7,"3. Otázka pohybu luxusních a výjimečných předmětů v prostoru a čase, problém","3. The question of moving luxury and exceptional objects in space and time, the problem"
MTX201501307,9,8,importů.,import.
MTX201501307,9,9,Metodika výzkumu,Research Methodology
MTX201501307,9,10,Přesný postup a způsob záchranného archeologického výzkumu byl volen podle,The exact procedure and method of the rescue archaeological research was chosen by
MTX201501307,9,11,situace a časového harmonogramu stavby. Zásahy do archeologických terénů představovaly,the situation and the construction schedule. Interventions into archaeological terrains featured
MTX201501307,9,12,liniové výkopy pro kanalizaci.,Line digs for sewers.
MTX201501307,9,13,Ve vybraných místech proběhl předstihový výzkum v pravidelných sondách,Pre-trial research in regular probes took place at selected locations
MTX201501307,9,14,"o rozměrech 1,5 m x 1,5 m. V odůvodněných případech byla sonda rozšířena do přibližných","measuring 1.5 m x 1.5 m. In justified cases, the probe was expanded to approximate"
MTX201501307,9,15,"rozměrů 1,5 x 2 2,2 m. Exkavační práce byly prováděny ručně od současného povrchu terénu",1.5 x 2.2 m. Excavation work was done manually from the current ground surface
MTX201501307,9,16,"po přirozených kontextech. Objekty, které se projevily v jednotlivých úrovních",after natural contexts. Objects that have shown up in individual levels
MTX201501307,9,17,"stratifikovaného souvrství, byly kresebně a fotograficky dokumentovány. Po vybrání výplně","stratified layers, were drawn and photographically documented. After Fill Selected"
MTX201501307,9,18,byl objekt geodeticky zaměřen totální stanicí či znivelován ke geodeticky zaměřenému,the object was geodetically targeted by a total station or unfavorably addressed to a geodetic-focused
MTX201501307,9,19,orientačnímu bodu. Spodní niveleta sond vycházela z projektové dokumentace stavby. Po,landmark. The lower level of the probes was based on the design documentation of the structure. After
MTX201501307,9,20,dosažení nivelety ohrožující archeologické situace byla provedena kresebná dokumentace,achieving the nivelety threatening archaeological situations a drawing documentation was carried out
MTX201501307,9,21,vzniklých řezů sond a jejich geodetické zaměření totální stanicí.,resulting slices of probes and their geodetic focus by a total station.
MTX201501307,9,22,Pro písemný zápis informací byl užit tzv. „formulářový popis“ stratigrafických,A so-called 'form description' of stratigraphic
MTX201501307,9,23,"jednotek, a to dle dokumentačních standardů platných ve společnosti Pueblo - archeologická","units, according to the documentation standards in force in Pueblo society - archaeological"
MTX201501307,9,24,"společnost, o. p. s. Konkrétně byl v terénu pro každou stratigrafickou jednotku vypsán","company, o.p. s. Specifically, it was listed in the field for each stratigraphic unit"
MTX201501307,9,25,patřičný formulář. Kresebná dokumentace byla provedena v měřítku 1:20. Fotografická,proper form. Drawing documentation was done on a scale of 1:20. Photographic
MTX201501307,9,26,dokumentace byla provedena aparátem Canon PowerShot SX120 IS.,documentation was performed by the Canon PowerShot SX120 IS apparatus.
MTX201501307,9,27,Movité nálezy byly tříděny v terénu a převáženy k laboratornímu zpracování.,Movable findings were trialled in the field and transported for laboratory processing.
MTX201501307,9,28,V souběhu s průběhem terénních prací byla provedena digitalizace dokumentace a tvořeny,"In parallel to the progress of the field work, documentation was digitised and made up of"
MTX201501307,10,1,10,10
MTX201501307,10,2,"dílčí plány objektů. Po ukončení terénního výzkumu byla zpracovávána evidence nálezů,","object sub-plans. Upon completion of the field research, a record of findings was processed,"
MTX201501307,10,3,"celkový plán výzkumu a také terénní dokumentace, jež je propojen souhrnnou databází",overall research plan as well as field documentation that is linked by a comprehensive database
MTX201501307,10,4,"(příloha: Databáze Access DVD). Terénní výzkum je ukončen nálezovou zprávou, která",(attachment: Access DVD database). Field research is concluded with a finding report that
MTX201501307,10,5,zahrnuje též poznatky jednotlivých oborů pro další vědecké zpracování.,It also includes the knowledge of individual fields for further scientific treatment.
MTX201501307,10,6,Měřičská dokumentace,Measurement documentation
MTX201501307,10,7,"Výzkum byl zaměřen geodetem Alešem Kosslem, totální stanicí značky Topcon 3007N","The research was focused by the geodet Aleš Kosslem, a total Topcon 3007N station"
MTX201501307,10,8,(příloha: Seznam geodetických bodů). Za zaměření výzkumu zodpovídal Mgr. Jan Bařinka.,(Annex: List of geodetic points). Mgr. Jan Bařinka was responsible for directing the research.
MTX201501307,10,9,7. Popis terénní situace,7. Description of the terrain situation
MTX201501307,10,10,S1,S1
MTX201501307,10,11,"Popis: Sonda č. 1 o celkovém rozměru 1,5 x 1,5 m se nacházela na pozemku","Description: Probe No 1, with a total dimension of 1.5 x 1.5 m, was located on the property"
